,nid,jid,FullName,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1853,1383421,1299,Hiram Knowles  ,Knowles,Hiram, , ,1.0,18.0,1834,Penobscot,ME,4.0,6.0,1911.0,near Idaho Falls,ID,Male,White,U.S. District Court,U.S. District Court for the District of Montana,Judge,Benjamin Harrison,Republican,,,,MTD0101,25 Stat. 676,,1890-01-06,1890-01-06,,Reported (favorably),1890-02-21,Voice,  ,1890-02-21,1890-02-21,,,,,,Retirement,4/15/1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Associate Justice, Supreme Court of Montana Territory, 1868-1879",,,,Antioch College,, ,Harvard Law School,LL.B.,1860,,,,,,,,,,"Private practice, Keokuk, Iowa, 1860-1862; Private practice, Dayton, Missouri, 1862; Private practice, Humbolt County, Nevada, 1862-1863; District attorney, Humbolt County, Nevada, 1863-1864; Judge, Humbolt County [Nevada] Probate Court, 1864-1865; Private practice, Deer Lodge, Montana, 1866-1868; Private practice, Butte, Montana, 1879-1890; Private practice, Missoula, Montana, 1904-1911",
1854,1383426,1300,John Power Knowles  ,Knowles,John,Power, ,6.0,13.0,1808,Providence,RI,8.0,3.0,1887.0,Providence,RI,Male,White,U.S. District Court,U.S. District Court for the District of Rhode Island,Judge,Ulysses Grant,Republican,,,,RID0107, ,1869-10-09,1869-12-06,1869-12-08,,Reported (favorably),1870-01-13,Voice,  ,1870-01-24,1870-01-24,,,,,,Retirement,1881-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown University,A.B.,1836,Harvard Law School,LL.B.,1838,,,,,,,,,,"Private practice, Providence, Rhode Island, 1838-1855, 1857-1865, 1867-1869; State representative, Rhode Island, 1855, 1866; Court reporter, Supreme Court of Rhode Island, 1855-1857, 1865-1866; City solicitor, Providence, Rhode Island, 1866-1867",
1855,1383431,1301,John Clark Knox  ,Knox,John,Clark, ,10.0,13.0,1881,Waynesburg,PA,8.0,23.0,1966.0, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Woodrow Wilson,Democratic,,,,NYSD0303, ,,3/29/1918,4/1/1918,,Reported (favorably),4/12/1918,Voice,  ,4/12/1918,4/12/1918,1948.0,1955.0,,,4/30/1955,Death,8/23/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pennsylvania Law School (now Carey Law School),, ,Waynesburg College,A.B.,1902,Read law,,1904,,,,,,,"Attorney, Law Department, Title Guarantee and Trust Company, New York City, 1905-1913; Assistant U.S. attorney, Southern District of New York, 1913-1918",
1856,1383436,1302,William W. Knox  ,Knox,William,W., ,6.0,18.0,1911,Erie,PA,8.0,30.0,1981.0,Erie,PA,Male,White,U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Exceptionally Well Qualified,PAWD1001,84 Stat. 294,,9/28/1970,9/28/1970,10/7/1970,Reported (favorably),10/7/1970,Voice,  ,10/8/1970,10/14/1970,,,,,,Death,8/30/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan,A.B.,1932,University of Michigan Law School,J.D.,1935,,,,,,,,,,"Private practice, Erie, Pennsylvania, 1935-1970",
1857,1393556,3344,Leslie Emi Kobayashi  ,Kobayashi,Leslie,Emi, ,,,1957,Mount Holly,NJ,,,, , ,Female,Asian American,U.S. District Court,U.S. District Court for the District of Hawaii,Judge,Barack Obama,Democratic,,,Well Qualified,HID0402, ,,4/21/2010,4/21/2010,7/15/2010,Reported (favorably),8/5/2010,Voice,  ,12/18/2010,12/22/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the District of Hawaii, 1999-2010",,,,Wellesley College,B.A.,1979,Boston College Law School,J.D.,1983,,,,,,,,,,"Deputy prosecutor, City and County of Honolulu, Hawaii, 1983-1984; Private practice, Honolulu, Hawaii, 1984-1999; Adjunct professor, William S. Richardson School of Law, University of Hawaii at Manoa, 2000, 2001",
1858,5675191,5675191,Jonathan Allen Kobes,Kobes,Jonathan,Allen,,,,1974,Sioux City,IA,,,,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,,,Not Qualified,CA81302,,,6/11/2018,6/11/2018,8/22/2018,Reported (favorably),10/11/2018,Roll Call, 51/50,12/11/2018,12/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dordt College,B.A.,1996,Harvard Law School,J.D.,2000,,,,,,,,,,"Law clerk, Hon. Roger L. Wollman, U.S. Court of Appeals for the Eighth Circuit, 2000-2001; Honors attorney, Central Intelligence Agency, 2002-2003; Assistant U.S. attorney, District of South Dakota, 2003-2005; Private practice, Sioux Falls, South Dakota, 2005-2008; Counsel, advisor, and senior counsel, POET, LLC, Sioux Falls, South Dakota, 2008-2012; Senior regulatory counsel, DuPont Pioneer, Johnston, Iowa, 2012-2013; Director of corporate compliance, Raven Industries, Sioux Falls, South Dakota, 2013-2014; Office of U.S. Sen. M. Michael Rounds, South Dakota, 2014-2018; deputy director, transition, 2014-2015; political fund designee, 2014-2016; deputy chief of staff and counsel, 2015-2016, ethics certification officer, 2014-2018, general counsel, 2016-2018",
1859,1383441,1303,Charles Petros Kocoras  ,Kocoras,Charles,Petros, ,,,1938,Chicago,IL,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Jimmy Carter,Democratic,,,Qualified,ILND0307, ,,6/2/1980,6/2/1980,8/5/1980,Reported (favorably),9/17/1980,Voice,  ,9/29/1980,9/30/1980,2002.0,2006.0,,,6/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DePaul University,B.S.,1961,DePaul University College of Law,J.D.,1969,,,,,,,,,,"Illinois Army National Guard, 1961-1967; Private practice, Chicago, Illinois, 1969-1971, 1979-1980; First assistant U.S. attorney, Northern District of Illinois, 1971-1977; Adjunct professor, John Marshall Law School, 1975-; Chairman, Illinois Commerce Commission, 1977-1979",
1860,1383446,1304,Montgomery Oliver Koelsch  ,Koelsch,Montgomery,Oliver, ,3.0,5.0,1912,Boise,ID,9.0,1.0,1992.0,Seattle,WA,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Dwight D. Eisenhower,Republican,,,,CA90307, ,,9/12/1959,9/12/1959,9/14/1959,Reported (favorably),9/14/1959,Voice,  ,9/14/1959,9/23/1959,,,,,1/31/1976,Death,9/1/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Washington,B.A.,1932,University of Washington School of Law,LL.B.,1935,,,,,,,,,,"Private practice, Boise, Idaho, 1936-1950; Assistant prosecutor, Ada County, Idaho, 1939-1945; Judge, Idaho District Court, Third Judicial District, 1951-1959",
1861,1383451,1305,John George Koeltl  ,Koeltl,John,George, ,,,1945,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD1205, ,,4/26/1994,4/26/1994,6/21/1994,Reported (favorably),8/4/1994,Voice,  ,8/9/1994,8/10/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,A.B.,1967,Harvard Law School,J.D.,1971,,,,,,,,,,"Law clerk, Hon. Edward Weinfeld, U.S. District Court, Southern District of New York, 1971-1972; Law clerk, Hon. Potter Stewart, Supreme Court of the United States, 1972-1973; Assistant special prosecutor, Watergate Special Prosecution Force, 1973-1974; Private practice, New York City, 1975-1994",
1862,1393231,3279,Lucy Haeran Koh  ,Koh,Lucy,Haeran, ,,,1968,Washington,DC,,,, , ,Female,Asian American,U.S. District Court,U.S. District Court for the Northern District of California,Judge,Barack Obama,Democratic,,,Qualified,CAND1702, ,,1/20/2010,1/20/2010,2/11/2010,Reported (favorably),3/4/2010,Roll Call, 90/0,6/7/2010,6/9/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,B.A.,1990,Harvard Law School,J.D.,1993,,,,,,,,,,"Fellow, U.S. Senate Committee on the Judiciary, 1993-1994; U.S. Department of Justice, 1994-1997; special counsel, Office of Legislative Affairs, 1994-1996; special assistant to the deputy attorney general, 1996-1997; Assistant U. S. attorney, Central District of California, 1997-2000; Private practice, Palo Alto, California, 2000-2008; Judge, Superior Court of California, County of Santa Clara, 2008-2010","Nominated to U.S. Court of Appeals for the Ninth Circuit, February 25, 2016; no Senate vote"
1863,1383456,1306,Christian Cecil Kohlsaat  ,Kohlsaat,Christian,Cecil, ,1.0,8.0,1844,near Albion,IL,5.0,11.0,1918.0,Chicago,IL,Male,White,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,William McKinley,Republican,,,,ILND0104, ,,1899-02-23,1899-02-23,,Reported (favorably),1899-02-28,Voice,  ,1899-02-28,1899-02-28,,,,,,Appointment to Another Judicial Position,3/24/1905,U.S. Circuit Court (1869-1911),U.S. Circuit Courts for the Seventh Circuit,Judge,Theodore Roosevelt,Republican,,,,1869CC70401,33 Stat. 992,,3/18/1905,3/18/1905,,Reported (favorably),3/18/1905,Voice,  ,3/18/1905,3/18/1905,,,,,,Abolition of Court,12/31/1911,U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Theodore Roosevelt,Republican,,,,CA70401,33 Stat. 992,,3/18/1905,3/18/1905,,Reported (favorably),3/18/1905,Voice,  ,3/18/1905,3/18/1905,,,,,,Death,5/11/1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old University of Chicago,, ,Old University of Chicago Law Department (now Northwestern Pritzker School of Law),LL.B., ,Read law,,1867,,,,,,,"Private practice, Chicago, Illinois, 1867-1890; Engrossing clerk, Illinois General Assembly, 1871-1872; Member, West Park Commission, Chicago, Illinois; Judge, Cook County [Illinois] Probate Court, 1890-1899",
1864,1383461,1307,Colleen Kollar-Kotelly  ,Kollar-Kotelly,Colleen, , ,,,1943,New York,NY,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Well Qualified,DCD0805, ,,1/7/1997,1/7/1997,,Reported (favorably),3/6/1997,Voice,  ,3/20/1997,3/26/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Superior Court of the District of Columbia, 1984-1997","Judge, Foreign Intelligence Surveillance Court, 2002-2009; presiding judge, 2002-2009",,,Catholic University of America,B.A.,1965,"Catholic University of America, Columbus School of Law",J.D.,1968,,,,,,,,,,"Law clerk, Hon. Catherine Kelly, District of Columbia Court of Appeals, 1968-1969; Attorney, Appellate Section, Criminal Division, U.S. Department of Justice, 1969-1972; Chief legal counsel, U.S. Department of Health and Human Services, St. Elizabeth's Hospital, Washington, D.C., 1972-1984","Nominated to U.S. District Court for the District of Columbia, March 29, 1996; no Senate vote"
1865,7460631,7460631,Eric Ross Komitee,Komitee,Eric,Ross,,,,1970,Freeport,NY,,,,,,Male,White,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Donald J. Trump,Republican,,,Well Qualified,NYED0110,,,5/21/2019,5/21/2019,,Reported (favorably),6/20/2019,Roll Call, 86/4,12/3/2019,12/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emory University,B.A.,1992,New York University School of Law,J.D.,1995,,,,,,,,,,"Law clerk, Hon. J.L. Edmondson, U.S. Court of Appeals for the Eleventh Circuit, 1995-1996; Private practice, New York City, 1996-2000; Assistant U.S. attorney, Eastern District of New York, 2000-2008; computer crimes coordinator, 2003-2004; deputy chief, Business and Securities Fraud Section, 2005-2006; chief, Business and Securities Fraud Section, 2006-2008; General counsel, Viking Global Investors LP, New York City, 2008-2018","Nominated to U.S. District Court for the Eastern District of New York, May 15, 2018; no Senate vote"
1866,1383466,1308,Richard George Kopf  ,Kopf,Richard,George, ,,,1946,Toledo,OH,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of Nebraska,Judge,George H.W. Bush,Republican,,,Well Qualified,NED0205, ,,4/7/1992,4/7/1992,5/14/1992,Reported (favorably),5/21/1992,Voice,  ,5/21/1992,5/26/1992,1999.0,2004.0,,,12/1/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate, U.S. District Court for the District of Nebraska, 1987-1992",,,,Kearney State College (now University of Nebraska Kearney),B.A.,1969,University of Nebraska College of Law,J.D.,1972,,,,,,,,,,"Law clerk, Hon. Donald Ross, U.S. Court of Appeals for the Eighth Circuit, 1972-1974; Private practice, Lexington, Nebraska, 1974-1986; Counsel, State of Nebraska, impeachment of Attorney General Paul Douglas, 1984",
1867,1383471,1309,Edward Robert Korman  ,Korman,Edward,Robert, ,,,1942,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYED1101,98 Stat. 333,,10/2/1985,10/2/1985,10/30/1985,Reported (favorably),10/31/1985,Voice,  ,11/1/1985,11/4/1985,2000.0,2007.0,,,10/25/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn College, City University of New York",B.A.,1963,Brooklyn Law School,LL.B.,1966,New York University School of Law,LL.M.,1971,,,,,,,"Law clerk, Hon. Kenneth Keating, New York State Court of Appeals, 1966-1968; Private practice, New York City, 1968-1970, 1982-1984; Assistant U.S. attorney, Eastern District of New York, 1970-1972, 1974-1978; chief assistant U.S. attorney, 1974-1978; Assistant to the solicitor general, U.S. Department of Justice, 1972-1974; U.S. attorney for the Eastern District of New York, 1978-1982; Commissioner, New York Temporary Commission of Investigation, 1983-1985; Professor, Brooklyn Law School, 1984-1985",
1868,1383476,1310,Charles B. Kornmann  ,Kornmann,Charles,B., ,,,1937,Watertown,SD,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of South Dakota,Judge,William J. Clinton,Democratic,,,Qualified,SDD0304, ,,1/23/1995,1/23/1995,2/27/1995,Reported (favorably),3/16/1995,Voice,  ,3/24/1995,3/24/1995,,,,,7/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College of St. Thomas,B.A.,1959,Georgetown College (now Georgetown University) Law Center,LL.B.,1962,,,,,,,,,,"U.S. Army, 1962-1963; Legislative assistant, U.S. Sen. George McGovern ofSouth Dakota, 1963; Executive secretary, South Dakota Democratic Party, 1963-1965; Private practice, Aberdeen, South Dakota, 1965-1995; Assistant city attorney, Aberdeen, South Dakota, 1970-1986",
1869,1383481,1311,Arthur A. Koscinski  ,Koscinski,Arthur,A., ,4.0,1.0,1887,Posen,Poland,11.0,21.0,1957.0, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Harry S Truman,Democratic,,,,MIED0107, ,,6/4/1945,6/4/1945,6/20/1945,Reported (favorably),7/16/1945,Voice,  ,7/17/1945,7/18/1945,,,,,4/30/1957,Death,11/21/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan Law School,LL.B.,1910,,,,,,,,,,,,,"Private practice, Detroit, Michigan, 1910-1945; Public administrator, Wayne County, Michigan, 1923-1936; Member, Detroit [Michigan] City Pension Commission, 1934-1937; Member, Michigan Public Trust Commission, 1937-1938; Government appeal agent, Selective Service Board, 1940-1945; Member, Michigan Constitutional Revision Commission, 1941; Member, Board of Wayne County [Michigan] Institutions, 1942-1943",
1870,1383486,1312,Edwin Michael Kosik  ,Kosik,Edwin,Michael, ,5.0,5.0,1925,Dupont,PA,6.0,13.0,2019.0,Wilkes-Barre Township,PA,Male,White,U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAMD0502, ,,5/14/1986,5/14/1986,6/4/1986,Reported (favorably),6/12/1986,Voice,  ,6/13/1986,6/16/1986,,,,,7/15/1996,Death,6/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilkes College,B.A.,1949,Dickinson School of Law (now Penn State Dickinson Law),LL.B.,1951,,,,,,,,,,"U.S. Army corporal, 1943-1946; U.S. Army Reserve colonel, 1975; Private practice, Scranton, Pennsylvania, 1951-1953, 1958-1969; Assistant U.S. attorney, Middle District of Pennsylvania, 1953-1958; Chairman, Pennsylvania State Workmen's Compensation Board, 1964-1969; Judge, Court of Common Pleas of Lackawanna County [Pennsylvania], 1969-1986; president judge, 1979-1986",
1871,1383491,1313,Elizabeth Anne Kovachevich  ,Kovachevich,Elizabeth,Anne, ,,,1936,Canton,IL,,,, , ,Female,White,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,Ronald Reagan,Republican,,,Qualified,FLMD0402, ,,1/26/1982,1/26/1982,2/12/1982,Reported (favorably),3/2/1982,Voice,  ,3/4/1982,3/9/1982,1996.0,2002.0,,,12/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Petersburg Junior College,A.A.,1956,University of Miami,B.B.A.,1958,Stetson University College of Law,J.D.,1961,,,,,,,"Research/administrative aide, Pinellas County Legislative Delegation, Florida State Legislature, 1961; Private practice, St. Petersburg, Florida, 1961-1973; Judge, Circuit Court of Florida, Sixth Judicial Circuit, 1973-1982","Nominated to U.S. District Court for the Middle District of Florida, June 11, 1976; no Senate vote"
1872,7223861,7223861,Rachel Peter Kovner,Kovner,Rachel,Peter,,,,1979,New York,NY,,,,,,Female,White,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Donald J. Trump,Republican,,,Well Qualified,NYED0903,,,5/21/2019,5/21/2019,,Reported (favorably),6/20/2019,Roll Call, 88/3,10/16/2019,10/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,2001,Stanford Law School,J.D.,2006,"Temple Bar Scholar, American Inns of Court",,2008,,,,,,,"Law clerk, Hon. J. Harvie Wilkinson III, U.S. Court of Appeals for the Fourth Circuit, 2006-2007; Law clerk, Hon. Antonin Scalia, Supreme Court of the United States, 2007-2008; Assistant U.S. attorney, Southern District of New York, 2009-2013; Assistant to the solicitor general, U.S. Department of Justice, 2013-2019","Nominated to U.S. District Court for the Eastern District of New York, May 15, 2018; no Senate vote"
